month,state,cases,deaths,cases_growth_rate,deaths_growth_rate,mortality_rate,mortality_rate_change
2020-12,South Carolina,8095910,149492.0,0.37270557579670704,0.19977528089887642,1.8465126218053314,-0.12597770268213804
2020-12,South Dakota,2843018,39407.0,0.4662335210939281,0.9765762150774941,1.386097449963384,0.3480637201656729
2020-12,Tennessee,14564881,176044.0,0.5778224918402675,0.4948246142872912,1.2086882137931645,-0.05260279783194932
2020-12,Texas,47212101,779112.0,0.4261434073964523,0.28314366178626127,1.6502379337026327,-0.10027024271791118
2020-12,Utah,7429166,33745.0,0.5932251805875779,0.5374276732425167,0.45422326005368574,-0.035021733289755774
2020-12,Vermont,185248,3169.0,1.0249666601079994,0.7307482250136537,1.7106797374330625,-0.14529544653276127
2020-12,Virgin Islands,56480,713.0,0.296513095975943,0.04087591240875921,1.2623937677053825,-0.19717285105767035
2020-12,Virginia,9076350,140241.0,0.4649266410911572,0.21821577484364152,1.5451255185179065,-0.16841175477821335
2020-12,Washington,6674793,98238.0,0.5995623653360371,0.2268861385520351,1.4717759786707993,-0.23298636855944643
2020-12,West Virginia,2081323,32316.0,0.9879680217009246,0.819697055014359,1.5526662608350554,-0.08464470496994791
2020-12,Wisconsin,14724521,139531.0,0.4824982493869707,0.6500827814569536,0.9476097728408279,0.11304197636609747
2020-12,Wyoming,1239260,10232.0,0.7746788276115888,1.24238439623055,0.8256540193341189,0.2635437811856991
2021-01,Alabama,12918813,186775.0,0.35791450995594154,0.416819012797075,1.4457597613650728,0.04337865337564195
2021-01,Alaska,1582034,7066.0,0.23717030354595736,0.3757788161993769,0.44664021127232406,0.11203672789117403
2021-01,Arizona,20456595,342668.0,0.5348024873340838,0.44242393628664267,1.6750979329648947,-0.060189211191532754
2021-01,Arkansas,8247175,132941.0,0.38370381481076943,0.39577930600031497,1.611958034114712,0.008726933510114554
2021-01,California,90326882,1029821.0,0.673928055116813,0.5057623698678209,1.1401046700582447,-0.10046171622188216
2021-01,Colorado,11537516,166939.0,0.2629192215546381,0.314438915309754,1.446923237202878,0.04079413225787776
2021-01,Connecticut,6900960,204066.0,0.4396047770706617,0.1959982183045761,2.957066842874035,-0.1692176649078514
2021-01,Delaware,2135494,31172.0,0.4560262474099297,0.1962545091718475,1.459709088388916,-0.17841143914828483
2021-01,District of Columbia,1030286,26230.0,0.3040984156438242,0.16216216216216206,2.545895023323621,-0.10883860587438021
2021-01,Florida,47886474,743799.0,0.3320050132026744,0.18960636419468746,1.5532548919763858,-0.10690549029211482
2021-01,Georgia,24086438,370056.0,0.42624354083775096,0.20393137978937648,1.5363666474885163,-0.15587251032722793
2021-01,Guam,261586,3936.0,0.04103057992008785,0.07189542483660127,1.504667680992102,0.029648355688919992
2021-01,Hawaii,742629,10172.0,0.2146925276263878,0.210232004759072,1.3697283569588583,-0.003672141522128358
2021-01,Idaho,4769516,49540.0,0.2369128087668413,0.3098196816667549,1.0386798157297303,0.05894261291755809
2021-01,Illinois,32842121,615022.0,0.22447192186464737,0.26202368005253107,1.872662243708316,0.03066771684784686
2021-01,Indiana,18088507,287274.0,0.3278053947555799,0.3132885930585525,1.5881576074797108,-0.010932928691481658
2021-01,Iowa,9400823,133127.0,0.16671506869240305,0.30323736429403536,1.4161206949646854,0.11701425589252001
2021-01,Kansas,7961794,104691.0,0.31414053117607565,0.5431591049792164,1.314917215893805,0.17427251376090136
2021-01,Kentucky,10029855,106593.0,0.3943957271649454,0.35119409796166723,1.0627571385628207,-0.030982330454436213
2021-01,Louisiana,11214867,253071.0,0.314252596836897,0.17645609516858585,2.256567108642483,-0.10484780627404167
2021-01,Maine,1008506,14847.0,0.8575078048016798,0.7448583852391586,1.472177656850827,-0.060645462307787334
2021-01,Maryland,9940220,202544.0,0.3329608992486237,0.24015895077791583,2.03762089772661,-0.06962090825246203
2021-01,Massachusetts,14211233,419883.0,0.513666283330122,0.17528361617976773,2.9545852917899524,-0.2235516975418782
2021-01,Michigan,17834550,449415.0,0.2138941604602338,0.25801629712155094,2.519912192906465,0.03634759775480667
2021-01,Minnesota,13726005,182964.0,0.16379457261215746,0.28244595844898646,1.3329734325464693,0.10195217320056238
2021-01,Mississippi,7708885,168606.0,0.3420333231026935,0.2693367462169691,2.187164551034294,-0.0541689804822838
2021-01,Missouri,14462444,204746.0,0.2556515608775225,0.31224723925987163,1.4157081610825943,0.045072757559267984
2021-01,Montana,2742274,33867.0,0.195158826490476,0.30735379270411123,1.23499694049537,0.09387452422795572
2021-01,Nebraska,5627823,58504.0,0.19576662354858954,0.3149625767009059,1.0395493959209448,0.09968161914286178
2021-01,Nevada,7965448,115094.0,0.3324291502039096,0.40409906063193857,1.4449155904350892,0.05378890908913303
2021-01,New Hampshire,1735195,28267.0,0.6980003033550086,0.4498127917115453,1.6290388111998941,-0.14616458616236971
2021-01,New Jersey,18984348,630500.0,0.47755099944172574,0.1311121316933852,3.3211569867977553,-0.23446829779766531
2021-01,New Mexico,4991706,90117.0,0.30907743418299005,0.42531553474836303,1.8053346891824158,0.08879390747264582
2021-01,New York,37745985,1251962.0,0.49784578928222767,0.13235271506083857,3.316808396972552,-0.2440124856888869
2021-01,North Carolina,20473574,249200.0,0.455804285318832,0.32916591105469206,1.217178788617952,-0.0869885983584705
2021-01,North Dakota,2960827,43079.0,0.08792578009313856,0.19355553708475326,1.4549651161651795,0.0970927970679869
2021-01,Northern Mariana Islands,3944,62.0,0.11538461538461542,0.0,1.5720081135902637,-0.10344827586206895
2021-01,Ohio,25171161,313282.0,0.4065703194605814,0.3030071122572058,1.2446068737155191,-0.07362817611784378
2021-01,Oklahoma,10743037,92268.0,0.4099530292886777,0.4032515626663422,0.8588632804671528,-0.004752971540985529
2021-01,Oregon,4049846,54189.0,0.3496063165310399,0.4112086252246152,1.3380508789716943,0.0456446505466237
2021-01,Pennsylvania,23523054,588733.0,0.4643922477967868,0.43951185996415476,2.5027915167817922,-0.016990248254909024
2021-01,Puerto Rico,3710262,52208.0,0.21851406299108644,0.2830986261643196,1.4071243486309053,0.05300272285302765
2021-01,Rhode Island,3208106,61929.0,0.39288531783264125,0.2650705779012523,1.9303913274686062,-0.09176257247816455
2021-01,South Carolina,11769420,189894.0,0.4537488682556994,0.27026195381692664,1.6134524895874223,-0.1262163764632417
2021-01,South Dakota,3244540,50600.0,0.14123090321623,0.2840358311975031,1.5595431093467795,0.1251323703019418
2021-01,Tennessee,20428259,254407.0,0.4025695781517198,0.4451330349230873,1.24536799734133,0.03034677026679633
2021-01,Texas,64851664,1008216.0,0.3736237665000335,0.29405785047592636,1.554649391879906,-0.05792409680478927
2021-01,Utah,9842546,45797.0,0.3248520762626652,0.3571492072899689,0.46529627598387646,0.024377914792126587
2021-01,Vermont,303812,4979.0,0.6400285023320089,0.5711580940359735,1.6388424420365229,-0.041993421576579926
2021-01,Virgin Islands,68376,733.0,0.21062322946175627,0.028050490883590573,1.0720135720135722,-0.1508088843292208
2021-01,Virginia,13357007,176941.0,0.47162758157188733,0.26169237241605514,1.3247054523517132,-0.1426551199397842
2021-01,Washington,8942940,122774.0,0.3398078412319303,0.2497607850322685,1.3728594846884805,-0.06720893357129865
2021-01,West Virginia,3300070,53239.0,0.5855636054567215,0.6474501794776581,1.6132688094494967,0.039031278094397326
2021-01,Wisconsin,17417378,181152.0,0.18288248561701947,0.2982921357977797,1.0400646986015922,0.09756645447375956
2021-01,Wyoming,1509286,16289.0,0.21789293610703164,0.5919663799843629,1.079252043681582,0.307148052827245
2021-02,Alabama,13436108,254883.0,0.04004199147398446,0.3646526569401687,1.8970002325078066,0.3121130378650716
2021-02,Alaska,1572767,7644.0,-0.005857649077074201,0.08180016982734228,0.48602240509878447,0.08817431308809853
2021-02,Arizona,22273592,415598.0,0.0888220644735842,0.2128299111676608,1.8658777623294887,0.11389174663174284
2021-02,Arkansas,8718837,146201.0,0.05719073500926064,0.09974349523472825,1.6768406153251862,0.04025078807098592
2021-02,California,97356780,1317354.0,0.07782730726828357,0.2792067747695959,1.353119936793308,0.1868383424165616
2021-02,Colorado,11643413,165468.0,0.009178492146836525,-0.008811601842589223,1.421129697967426,-0.017826473839285928
2021-02,Connecticut,7518722,207285.0,0.08951826992186596,0.01577430831201676,2.756917997500107,-0.06768492428781192
2021-02,Delaware,2317309,35950.0,0.0851395508486561,0.15327858334402666,1.5513684191447925,0.06279287529615996
2021-02,District of Columbia,1088237,27279.0,0.05624748856142858,0.03999237514296605,2.5067149894738003,-0.01538949308234705
2021-02,Florida,51110061,808567.0,0.06731727627304518,0.08707728835343964,1.582011416499777,0.01851371894718512
2021-02,Georgia,26312989,433076.0,0.09244002786962513,0.17029854940873812,1.645863949549783,0.0712702936113987
2021-02,Guam,242377,3662.0,-0.0734328289740277,-0.06961382113821135,1.5108694306803039,0.004121674019151422
2021-02,Hawaii,748386,11820.0,0.007752188508663105,0.16201337003539118,1.5793988663604077,0.15307451899957059
2021-02,Idaho,4694634,50534.0,-0.015700125547330135,0.020064594267258817,1.0764204408692988,0.03633518680928005
2021-02,Illinois,32583476,618695.0,-0.007875404880214654,0.005972144085902631,1.898799870216425,0.013957469691037394
2021-02,Indiana,18219512,334774.0,0.007242444055775232,0.1653473687141893,1.8374476769740047,0.15696809203332074
2021-02,Iowa,9216968,146601.0,-0.019557330246511406,0.10121162498967151,1.5905555926851433,0.12317798782314093
2021-02,Kansas,8111435,122443.0,0.018794884670465084,0.1695656742222349,1.5095109558296405,0.14798934684535392
2021-02,Kentucky,10964719,124111.0,0.09320812713643423,0.1643447505933786,1.131912272444009,0.0650714367110321
2021-02,Louisiana,11714047,260429.0,0.04451055906414236,0.029074844608825146,2.2232196951232996,-0.014777940080516694
2021-02,Maine,1187811,18250.0,0.1777926953334934,0.22920455310837196,1.5364397197870705,0.043651024478736034
2021-02,Maryland,10369061,211292.0,0.04314200289329606,0.04319061537246238,2.037715854887921,4.6601976558369174e-05
2021-02,Massachusetts,15581812,432042.0,0.0964433557594897,0.028958066890062195,2.772732721970975,-0.061549270662214384
2021-02,Michigan,17607903,450356.0,-0.012708310554513602,0.002093833094133579,2.557692418001167,0.014992675221403573
2021-02,Minnesota,13263579,180040.0,-0.033689773535708345,-0.015981285936031098,1.3574013469516788,0.01832588242853661
2021-02,Mississippi,8019031,180002.0,0.04023227743052327,0.06758952824929132,2.2446851745553795,0.02629917510956581
2021-02,Missouri,14422470,220899.0,-0.002763986501866489,0.0788928721440223,1.531630851026211,0.08188318265748395
2021-02,Montana,2727829,37114.0,-0.005267526148007073,0.09587504059999419,1.360569155911166,0.10167815910979305
2021-02,Nebraska,5522112,59554.0,-0.018783639783980455,0.017947490769861796,1.078464181820289,0.03743428263441895
2021-02,Nevada,8055483,131402.0,0.01130319349269504,0.14169287712652268,1.6312119335364497,0.12893233648704938
2021-02,New Hampshire,1985787,31580.0,0.1444171980670761,0.11720380655888496,1.5903014774494948,-0.02377925773411549
2021-02,New Jersey,20883236,628766.0,0.10002387229732612,-0.0027501982553529425,3.0108647912612776,-0.09342894562646376
2021-02,New Mexico,5048984,98616.0,0.01147463412308336,0.09431072938513263,1.9531850368311725,0.08189636444404336
2021-02,New York,43099222,1271183.0,0.14182268657183017,0.015352702398315543,2.9494337507994923,-0.11076149183304784
2021-02,North Carolina,22968245,293583.0,0.1218483397183121,0.178101926163724,1.2782125930823185,0.050143664213593064
2021-02,North Dakota,2765345,40906.0,-0.06602276998960088,-0.050442210821978195,1.4792367679258827,0.016681947553956133
2021-02,Northern Mariana Islands,3815,56.0,-0.03270791075050705,-0.09677419354838712,1.4678899082568808,-0.06623261319917129
2021-02,Ohio,26258115,412112.0,0.04318251351218971,0.3154665764391187,1.5694652872074024,0.2610128710940547
2021-02,Oklahoma,11515627,112191.0,0.07191541833096182,0.21592534789959683,0.9742500343229248,0.13434822104981703
2021-02,Oregon,4203353,59160.0,0.0379044042662362,0.09173448485855062,1.4074478160649366,0.051864199025506874
2021-02,Pennsylvania,25142778,646142.0,0.0688568754720369,0.09751279442463723,2.569891043861581,0.026809874745807205
2021-02,Puerto Rico,3671130,54019.0,-0.0105469640688447,0.034688170395341666,1.4714542933647132,0.04571731332515094
2021-02,Rhode Island,3394694,65245.0,0.05816141985333401,0.05354518884529047,1.9219699919933873,-0.004362501714231248
2021-02,South Carolina,13575079,223267.0,0.1534195397904059,0.17574541586358716,1.6446828780885916,0.019356249225011446
2021-02,South Dakota,3089709,51382.0,-0.04772047809550817,0.015454545454545388,1.6630045094861683,0.06634084015973363
2021-02,Tennessee,20758262,300416.0,0.016154240065195946,0.1808480112575519,1.4472117174356889,0.16207556362879427
2021-02,Texas,71461628,1150182.0,0.10192435463182559,0.14080911233307147,1.6095099316796984,0.03528804635072991
2021-02,Utah,10101969,50361.0,0.02635730633110578,0.09965718278489866,0.49852657437376807,0.07141750343826758
2021-02,Vermont,383757,5332.0,0.26313970481745286,0.07089777063667402,1.389420909586014,-0.15219372286976096
2021-02,Virgin Islands,70864,690.0,0.03638703638703644,-0.058663028649386106,0.9736960939263942,-0.09171290425223577
2021-02,Virginia,15308866,200970.0,0.14612996758929597,0.13580232959008942,1.3127686923381523,-0.009010878601254269
2021-02,Washington,9283692,132928.0,0.03810290575582531,0.08270480720673756,1.4318441413179153,0.04296481707508404
2021-02,West Virginia,3563232,61451.0,0.0797443690588382,0.15424782584195795,1.724585993839301,0.06900101442349804
2021-02,Wisconsin,16987567,189281.0,-0.02467713567449703,0.04487391803568275,1.1142325443072572,0.07131079999675638
2021-02,Wyoming,1491294,18153.0,-0.011920868543138896,0.11443305298053907,1.2172650060953776,0.1278783424333403
2021-03,Alabama,15701638,320023.0,0.1686150483458453,0.25556824111455057,2.0381504146255316,0.0744070452385377
2021-03,Alaska,1868257,9123.0,0.18787906918189412,0.19348508634222927,0.4883161149670522,0.004719350063299155
2021-03,Arizona,25799613,513727.0,0.15830500082788612,0.2361151882347845,1.9912197907774816,0.06717590561318842
2021-03,Arkansas,10140927,169225.0,0.16310546922714586,0.15748182296974722,1.6687330458053786,-0.004835026922481389
2021-03,California,112432256,1747316.0,0.1548477260648924,0.3263830375130754,1.5541056118272678,0.14853500385949947
2021-03,Colorado,13881333,189756.0,0.19220481142427914,0.14678366814127197,1.36698687366696,-0.03809843983832295
2021-03,Connecticut,9132906,241425.0,0.21468861330422917,0.16470077429625873,2.6434630992588777,-0.04115280118745168
2021-03,Delaware,2815506,46638.0,0.21498945544163517,0.2973018080667593,1.6564695653285766,0.067747380239777
2021-03,District of Columbia,1321799,32315.0,0.21462420410259897,0.18461087283258193,2.4447741298033967,-0.024709972984765183
2021-03,Florida,61554055,1002705.0,0.20434321140802392,0.24010131504253818,1.628982850926718,0.029690957939397133
2021-03,Georgia,31365608,550272.0,0.19201995637971803,0.2706130101875883,1.754380147835808,0.06593266613301108
2021-03,Guam,270979,4161.0,0.11800624646728042,0.13626433642818125,1.5355433446872266,0.01633093734368085
2021-03,Hawaii,883054,13891.0,0.1799445740567034,0.17521150592216572,1.5730634819614655,-0.004011263103880558
2021-03,Idaho,5460659,59611.0,0.1631703344712283,0.1796216408754503,1.0916447996478083,0.014143505827717728
2021-03,Illinois,37743564,719826.0,0.15836517871819455,0.16345857005471198,1.9071489910173827,0.004397051491269677
2021-03,Indiana,20995935,398621.0,0.15238734165876666,0.1907167223261066,1.8985627455981362,0.03326084839856702
2021-03,Iowa,10664455,174717.0,0.15704589622096976,0.19178586776352136,1.6383115686643153,0.03002471350187208
2021-03,Kansas,9338079,150082.0,0.15122404358784847,0.22572952312504602,1.6072042226243748,0.06471848807552472
2021-03,Kentucky,13036670,168065.0,0.18896526212846854,0.3541507199200715,1.2891712377470628,0.1389321143797677
2021-03,Louisiana,13580984,307155.0,0.159375918501949,0.17941934269992976,2.261654972865,0.017288114991968362
2021-03,Maine,1472262,22405.0,0.2394749669770695,0.22767123287671232,1.5218079390760613,-0.009523172645547695
2021-03,Maryland,12271443,250699.0,0.18346714326398494,0.18650493156390202,2.042946375581095,0.002566854785286843
2021-03,Massachusetts,18804214,517635.0,0.2068053445902185,0.19811268348910516,2.752760631207452,-0.007203034971696054
2021-03,Michigan,21170779,520979.0,0.202345276436382,0.15681594116654374,2.4608400097133885,-0.03786710536658999
2021-03,Minnesota,15511379,210239.0,0.16947160340357614,0.16773494778938014,1.355385617229777,-0.0014849916912405003
2021-03,Mississippi,9323406,213847.0,0.1626599273652889,0.18802568860345992,2.2936574895483473,0.021817008259373383
2021-03,Missouri,17646850,271622.0,0.22356642100832946,0.22962077691614713,1.5392095473129765,0.004948121984933662
2021-03,Montana,3174117,43507.0,0.16360556325194864,0.17225305814517422,1.3706804128518262,0.007431637632479449
2021-03,Nebraska,6374609,69535.0,0.15437879564920087,0.16759579541256664,1.0908120011752878,0.011449447800999435
2021-03,Nevada,9280577,158868.0,0.15208200426963847,0.20902269371851268,1.7118332189905865,0.04942416359065671
2021-03,New Hampshire,2460709,37340.0,0.2391605947667097,0.18239392020265988,1.5174488328363898,-0.04581058726672704
2021-03,New Jersey,26273580,742393.0,0.2581182341663908,0.18071428798630973,2.8256255904220136,-0.06152358663760049
2021-03,New Mexico,5848479,119627.0,0.15834769925989067,0.2130587328628215,2.0454377967331334,0.047231961213275886
2021-03,New York,54454687,1505538.0,0.2634726213851377,0.184359765667099,2.7647537483779865,-0.06261540960919887
2021-03,North Carolina,27560439,364351.0,0.19993665166842312,0.2410493795621682,1.3220072437888235,0.03426241530049179
2021-03,North Dakota,3140564,46128.0,0.13568614404350998,0.12765853420036177,1.4687807667667336,-0.0070685108603743
2021-03,Northern Mariana Islands,4716,62.0,0.23617300131061603,0.1071428571428572,1.314673452078032,-0.10437871077184069
2021-03,Ohio,30773169,555880.0,0.17194890036851462,0.3488566215009512,1.806378797061817,0.15095173610112922
2021-03,Oklahoma,13408702,146330.0,0.1643918303362899,0.3042935707855354,1.0913062278511374,0.12015005327617279
2021-03,Oregon,4966419,72516.0,0.18153745355196205,0.22576064908722104,1.460126501610114,0.037428517735357936
2021-03,Pennsylvania,30360800,764787.0,0.20753561917461938,0.18362062828294712,2.51899488814524,-0.01980479127234247
2021-03,Puerto Rico,4245570,64515.0,0.15647498181758746,0.19430200485014537,1.519583942792134,0.03270889870276883
2021-03,Rhode Island,4085755,79889.0,0.20357092568579072,0.22444631772549628,1.9553056901356052,0.01734454662720486
2021-03,South Carolina,16594789,275781.0,0.2224451143157251,0.2352071734739123,1.6618530069891218,0.0104397809020087
2021-03,South Dakota,3565684,59314.0,0.15405172461225303,0.15437312677591364,1.6634676544528344,0.0002784989241004787
2021-03,Tennessee,24174360,358511.0,0.16456570400739712,0.193381843843204,1.4830216808221603,0.02474410824279616
2021-03,Texas,84649388,1448057.0,0.18454323486724933,0.2589807526113259,1.7106526511449793,0.062840692980209
2021-03,Utah,11751648,63056.0,0.16330271850962919,0.25207998252616104,0.5365715514964369,0.07631484273523359
2021-03,Vermont,531684,6681.0,0.3854704930463808,0.25300075018754686,1.2565734534046538,-0.09561354321416027
2021-03,Virgin Islands,86211,781.0,0.21656976744186052,0.13188405797101455,0.9059168783565903,-0.06961023669766064
2021-03,Virginia,18535638,306755.0,0.21077798969564432,0.5263720953376125,1.654947080861204,0.26065398308182
2021-03,Washington,10991162,161026.0,0.18392143987542897,0.21137758786711602,1.4650498282165252,0.023190852929038996
2021-03,West Virginia,4227093,77397.0,0.18630866584045047,0.25949130201298587,1.8309746201467532,0.06168937164484811
2021-03,Wisconsin,19431653,222846.0,0.14387498810159216,0.17732894479636108,1.1468195731984303,0.029246165046662886
2021-03,Wyoming,1716641,21393.0,0.151108366291288,0.17848289538919193,1.246212807453626,0.023781018277280852
2021-04,Alabama,15647349,322507.0,-0.003457537360114893,0.007761942110410924,2.061096739134533,0.011258405829295715
2021-04,Alaska,1955478,9337.0,0.04668576111316591,0.023457196097774746,0.47747916366228615,-0.022192491651636836
2021-04,Arizona,25567954,514125.0,-0.008979165695237379,0.0007747305475476196,2.0108179168344873,0.009842271630573496
2021-04,Arkansas,9990989,170568.0,-0.01478543332379767,0.007936179642487717,1.7072183744772416,0.0230626035533974
2021-04,California,111307756,1821547.0,-0.0100015781947842,0.042482870871668243,1.636496022792877,0.053014679529235664
2021-04,Colorado,14666476,188851.0,0.056561066577683894,-0.004769282657728913,1.2876371938289743,-0.05804714102713293
2021-04,Connecticut,9809247,239697.0,0.07405539923437288,-0.007157502329916077,2.443582060886019,-0.07561332648407215
2021-04,Delaware,3000969,47762.0,0.06587199601066374,0.024100518890175504,1.5915525951784242,-0.03918995646459433
2021-04,District of Columbia,1388929,32644.0,0.05078684429326996,0.01018103048120067,2.3503001233324383,-0.03864324532857999
2021-04,Florida,64514171,1029228.0,0.048089699370740036,0.02645144883091244,1.5953518181300044,-0.02064541856753188
2021-04,Georgia,31689644,571268.0,0.010330933167308709,0.03815567573854395,1.802696174182329,0.02754022633357045
2021-04,Guam,265166,4108.0,-0.021451846822078457,-0.01273732275895223,1.5492182255643634,0.00890556487672578
2021-04,Hawaii,941865,14099.0,0.06659955110332993,0.014973723993952914,1.4969236567873314,-0.04840225842582957
2021-04,Idaho,5534707,60294.0,0.013560268092184469,0.011457616882790012,1.089380160503528,-0.0020745201598640906
2021-04,Illinois,38883895,717297.0,0.030212594655872893,-0.0035133490593559635,1.8447148877446564,-0.0327368776990099
2021-04,Indiana,21217693,395706.0,0.010561949253510283,-0.007312710569688963,1.8649812682274176,-0.01768784173637561
2021-04,Iowa,10763390,176148.0,0.009277079794513643,0.008190387884407402,1.6365475932768394,-0.0010767032481581174
2021-04,Kansas,9232736,149017.0,-0.011281014007270662,-0.007096120787302929,1.6140069422541703,0.004232641710390395
2021-04,Kentucky,13173444,192216.0,0.010491482871009206,0.14370035402969084,1.459117296889105,0.13182582279685162
2021-04,Louisiana,13546142,307961.0,-0.002565498935864996,0.0026240823037229077,2.2734222039013026,0.005202929349296781
2021-04,Maine,1682195,22805.0,0.14259214732160452,0.017853157777281803,1.355669229786083,-0.10917192966600398
2021-04,Maryland,12951471,255638.0,0.05541548781182448,0.01970091623819803,1.9738144030125997,-0.033839347618133786
2021-04,Massachusetts,19984577,523106.0,0.06277119586067248,0.010569223487592705,2.617548522543159,-0.04911873089560437
2021-04,Michigan,25553116,535742.0,0.20699932676072041,0.028337034698135533,2.096581880659877,-0.1480218655482346
2021-04,Minnesota,16497131,212114.0,0.06355024914290341,0.008918421415627042,1.285762960844525,-0.05136741566400216
2021-04,Mississippi,9256975,213810.0,-0.007125185795834654,-0.00017302089811876975,2.3097178073830813,0.007002055846575761
2021-04,Missouri,17856888,272820.0,0.011902294177147832,0.004410541119644229,1.5278138049586243,-0.007403632841445185
2021-04,Montana,3206404,45792.0,0.010171962785240796,0.052520284092214986,1.4281419309606649,0.04192189336775076
2021-04,Nebraska,6466083,69884.0,0.01434974286266022,0.005019055152081675,1.0807779609386394,-0.00919868889032871
2021-04,Nevada,9288702,160769.0,0.0008754843583540506,0.011965908804793868,1.7308015694765533,0.011080723446383223
2021-04,New Hampshire,2708090,38007.0,0.10053240752969983,0.017862881628280647,1.4034614802314547,-0.07511775694727829
2021-04,New Jersey,28947165,751552.0,0.10175944808434934,0.012337131411529922,2.5962887902839538,-0.08116319476842215
2021-04,New Mexico,5839619,119965.0,-0.0015149237947165162,0.0028254491042991603,2.0543292293555453,0.004346958209441976
2021-04,New York,59253950,1526199.0,0.08813314820816065,0.013723333452891895,2.575691578367349,-0.06838300522119034
2021-04,North Carolina,28272382,371770.0,0.025832063124974214,0.02036223312135821,1.3149581807433135,-0.005332091089990998
2021-04,North Dakota,3162573,45237.0,0.007007976911153513,-0.019315816857440216,1.4303859547273692,-0.026140601040061218
2021-04,Northern Mariana Islands,4839,60.0,0.026081424936386766,-0.032258064516129004,1.2399256044637323,-0.056856588604683456
2021-04,Ohio,31421750,567862.0,0.021076184906403395,0.021555011873066077,1.807225886527644,0.0004689434282580951
2021-04,Oklahoma,13322003,190656.0,-0.006465875667905796,0.30291806191484993,1.4311361437165266,0.31139739441837455
2021-04,Oregon,5219454,73890.0,0.05094918491573108,0.018947542611285728,1.4156653167170359,-0.03045022800699093
2021-04,Pennsylvania,32934457,770117.0,0.08476907723116645,0.006969260722266446,2.3383321607518837,-0.07172016435745143
2021-04,Puerto Rico,4581188,65825.0,0.07905134057382157,0.020305355343718468,1.436854370525724,-0.05444225220911458
2021-04,Rhode Island,4297329,79405.0,0.05178333013115077,-0.006058406038378261,1.847775676472525,-0.05499396549887947
2021-04,South Carolina,16989314,279581.0,0.023774029305223543,0.013779049318118464,1.6456285403872104,-0.009762877061736175
2021-04,South Dakota,3614586,58493.0,0.013714619691481245,-0.01384158883231612,1.6182489502255581,-0.027183398550752136
2021-04,Tennessee,24465405,358523.0,0.012039408695824871,3.347177631929377e-05,1.4654284284278147,-0.011863112064951276
2021-04,Texas,85205219,1487426.0,0.006566273107609488,0.02718746568677899,1.7456982300579498,0.02048667149904082
2021-04,Utah,11754057,64882.0,0.00020499252530359335,0.0289583861963969,0.551996642520961,0.028747500648339086
2021-04,Vermont,645633,7121.0,0.21431715078881441,0.06585840443047442,1.1029485791463571,-0.12225697896295196
2021-04,Virgin Islands,90347,792.0,0.04797531637494057,0.014084507042253502,0.8766201423400889,-0.0323393202140666
2021-04,Virginia,19242450,316113.0,0.038132596245135986,0.03050643021303645,1.6427897694940092,-0.007346042364610339
2021-04,Washington,11560038,162568.0,0.051757584866823025,0.009576093301702837,1.4062929550923622,-0.04010571653777162
2021-04,West Virginia,4432742,82347.0,0.048650218956620916,0.06395596728555364,1.8576989141258389,0.014595665983040185
2021-04,Wisconsin,19474884,222453.0,0.0022247721282384614,-0.0017635497159473879,1.1422558409077046,-0.003979468433728983
2021-04,Wyoming,1716152,21091.0,-0.00028485862798333095,-0.014116767166830302,1.2289703942308141,-0.013835849800037936
2021-05,Alabama,16644019,342116.0,0.06369577364191215,0.060801781046613046,2.0554891219482507,-0.0027206957731820136
2021-05,Alaska,2134770,10601.0,0.09168704531577454,0.13537538824033413,0.49658745438618684,0.04001910905878958
2021-05,Arizona,27055010,541764.0,0.05816093067126138,0.053759299781181547,2.002453519699309,-0.004159698929053657
2021-05,Arkansas,10502727,179528.0,0.05121995430082049,0.05253036911964726,1.7093465344762366,0.001246565776710673
2021-05,California,116820721,1941202.0,0.049529028327549796,0.06568867012489932,1.6616932196472236,0.015397041302516845
2021-05,Colorado,16519472,203909.0,0.12634227881326088,0.07973481739572463,1.2343554321833046,-0.041379483212370394
2021-05,Connecticut,10682683,253536.0,0.0890421048628911,0.05773539093105051,2.373336361286767,-0.028747018863684803
2021-05,Delaware,3319071,51052.0,0.10599976207684914,0.06888321259578745,1.5381412449447451,-0.033559274381184556
2021-05,District of Columbia,1502350,34701.0,0.08166076163720382,0.06301311113834096,2.309781342563318,-0.01723983263536144
2021-05,Florida,70924515,1118745.0,0.09936334762791876,0.08697489769030775,1.5773741984700211,-0.01126874928506727
2021-05,Georgia,33790250,616083.0,0.06628682859296231,0.07844829397060571,1.8232567086659612,0.01140543524643478
2021-05,Guam,280623,4328.0,0.058291787031519826,0.05355404089581306,1.5422827066918963,-0.004476786264207888
2021-05,Hawaii,1056293,15135.0,0.12149087183407392,0.07348038868004814,1.432841077238986,-0.042809517544721176
2021-05,Idaho,5894919,64248.0,0.06508239731570242,0.06557866454373573,1.0898877490937535,0.0004659425686537322
2021-05,Illinois,42406524,768087.0,0.09059352207385607,0.0708074897845663,1.811247250540978,-0.018142444356046727
2021-05,Indiana,22868907,417951.0,0.07782250407713986,0.05621597852951443,1.8275949961229017,-0.020046459844634268
2021-05,Iowa,11439878,186247.0,0.0628508304539741,0.05733247042259926,1.6280505788610684,-0.005192036241828735
